gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000030409,PAK3,2310.979105,-0.011617731,0.069354874,0.749697245,0.999567267,,,,
ENSCAFG00000030412,HEATR6,259.1487208,-0.002404606,0.082572248,0.881069852,0.999567267,,,,
ENSCAFG00000030414,SMG1,53.77351797,-0.002789305,0.086300326,0.782157886,0.999567267,,,,
ENSCAFG00000030417,ZNF521,389.142219,-0.010023132,0.084253651,0.477591586,0.999567267,,,,
ENSCAFG00000030423,HRH4,27.00755939,-0.004735478,0.083291814,0.745166175,0.999567267,,,,
ENSCAFG00000030425,CAMK2A,332.3964474,0.00718249,0.083780015,0.610071821,0.999567267,,,,
ENSCAFG00000030426,CCL4,348.5355499,-0.024064934,0.076049684,0.43286126,0.999567267,,,,
ENSCAFG00000030429,ALDH3A2,2364.507468,-0.019376849,0.077132803,0.501318705,0.999567267,,,,
ENSCAFG00000030432,TTC39C,350.8878513,0.007370329,0.078018527,0.782296175,0.999567267,,,,
ENSCAFG00000030434,CCL14,48.92646962,0.001852078,0.083394425,0.89494609,0.999567267,,,,
ENSCAFG00000030436,INSR,4.022256634,0.008117282,0.08744886,0.457364085,0.999567267,,,,
ENSCAFG00000030441,CCL5,145.080001,-0.005682132,0.125195621,0.452961989,0.999567267,,,,
ENSCAFG00000030459,CAPN6,1352.873833,-0.003808375,0.084089016,0.767221945,0.999567267,,,,
ENSCAFG00000030461,XYLT1,289.5874582,0.012459129,0.083115014,0.450494526,0.999567267,,,,
ENSCAFG00000030464,DCX,127.9243568,0.016299426,0.084131593,0.312216741,0.999567267,,,,
ENSCAFG00000030465,ANKRD29,20017.15027,0.003886688,0.083939777,0.76743567,0.999567267,,,,
ENSCAFG00000030466,NA,1872.362612,0.000930963,0.080755711,0.964242029,0.999567267,,,,
ENSCAFG00000030473,NPC1,194.7236695,-0.00604563,0.081395817,0.75491526,0.999567267,,,,
ENSCAFG00000030475,EXOC3L4,693.5570058,-0.015411809,0.083347482,0.361669555,0.999567267,,,,
ENSCAFG00000030477,TNFAIP2,18.80506587,-0.007874408,0.082260246,0.651113843,0.999567267,,,,
ENSCAFG00000030482,GAS2L2,17.06144412,-0.006531798,0.100029928,0.424005226,0.999567267,,,,
ENSCAFG00000030485,RMC1,1329.193369,-0.020502455,0.081211341,0.346282787,0.999567267,,,,
ENSCAFG00000030491,RASL10B,11.92131679,0.001015319,0.083661911,0.939581995,0.999567267,,,,
ENSCAFG00000030493,SLC47A1,1559.624911,0.008638052,0.079757575,0.71153567,0.999567267,,,,
ENSCAFG00000030496,NA,18.3781818,-0.007255768,0.101684702,0.381987979,0.999567267,,,,
ENSCAFG00000030502,ABCC6,1423.22755,0.004641792,0.078255299,0.859194507,0.999567267,,,,
ENSCAFG00000030504,RNF112,872.2300985,-0.005567855,0.080941954,0.785542798,0.999567267,,,,
ENSCAFG00000030507,RIOK3,10.68233533,-0.01058732,0.110186702,0.240739833,0.999567267,,,,
ENSCAFG00000030514,MAPK7,247.5852791,-0.00379205,0.109309027,0.597979268,0.999567267,,,,
ENSCAFG00000030521,TRPC5,2511.102964,0.000912254,0.080847787,0.964571241,0.999567267,,,,
ENSCAFG00000030526,TMEM241,179.8960418,0.006319848,0.080485595,0.76981396,0.999567267,,,,
ENSCAFG00000030528,B9D1,1033.449396,0.014447969,0.08128954,0.482933854,0.999567267,,,,
ENSCAFG00000030530,CABLES1,521.4317206,-0.002584017,0.092776535,0.740796196,0.999567267,,,,
ENSCAFG00000030531,ABCC1,1286.089424,0.017910771,0.081670948,0.380089292,0.999567267,,,,
ENSCAFG00000030534,EPN2,63.66848464,0.001805716,0.083043509,0.903207684,0.999567267,,,,
ENSCAFG00000030535,CDX1,423.524815,0.014394474,0.078466832,0.583694957,0.999567267,,,,
ENSCAFG00000030536,ARHGEF18,10.28581713,-0.013549314,0.100032795,0.197406193,0.999567267,,,,
ENSCAFG00000030537,RTL4,1715.174697,0.000378833,0.104053879,0.956092206,0.999567267,,,,
ENSCAFG00000030541,PDGFRB,533.6565871,-0.003480977,0.127137355,0.632927162,0.999567267,,,,
ENSCAFG00000030542,LHFPL1,1076.485636,-0.011593931,0.079619937,0.626931287,0.999567267,,,,
ENSCAFG00000030544,RBBP8,717.3991876,-0.0123389,0.083263448,0.446988074,0.999567267,,,,
ENSCAFG00000030545,AMOT,108.3978558,0.002271355,0.108666091,0.744691865,0.999567267,,,,
ENSCAFG00000030547,CSF1R,3821.486809,-0.041689972,0.075623506,0.204862569,0.999567267,,,,
ENSCAFG00000030550,PEX11G,84.57127398,-0.019137773,0.082616711,0.313505771,0.999567267,,,,
ENSCAFG00000030556,NA,356.6113326,-0.010912329,0.082391352,0.535352137,0.999567267,,,,
ENSCAFG00000030565,NA,412.291987,-0.005097698,0.087676389,0.604465436,0.999567267,,,,
ENSCAFG00000030566,ZNF358,610.113881,0.003171172,0.077857216,0.905968875,0.999567267,,,,
ENSCAFG00000030568,IL13RA2,36.08789594,-0.014082996,0.094045992,0.213837589,0.999567267,,,,
ENSCAFG00000030569,HMGXB3,874.5592977,-0.019870101,0.082835071,0.291426354,0.999567267,,,,
ENSCAFG00000030579,TIGD6,940.8035388,-0.023013445,0.082370738,0.257384033,0.999567267,,,,
ENSCAFG00000030584,MIB1,150.1673067,-0.002617883,0.081040383,0.896311587,0.999567267,,,,
ENSCAFG00000030589,SLC26A2,92.48939465,-0.005288412,0.082641868,0.743349948,0.999567267,,,,
ENSCAFG00000030590,LUZP4,6.199646681,0.000878629,0.095582518,0.903682833,0.999567267,,,,
ENSCAFG00000030591,ABHD3,103.5717688,0.027418417,0.074469219,0.402972806,0.999567267,,,,
ENSCAFG00000030599,FAM83G,461.7107171,-0.010474968,0.08319165,0.510054778,0.999567267,,,,
ENSCAFG00000030603,SNRPD1,194.6104144,-0.0090816,0.096355448,0.328880069,0.999567267,,,,
ENSCAFG00000030611,PRPSAP2,713.332913,-0.012971577,0.08098462,0.537861297,0.999567267,,,,
ENSCAFG00000030613,ESCO1,693.5831747,-0.019034071,0.084725835,0.245231054,0.999567267,,,,
ENSCAFG00000030617,PDE6A,91.26030809,-0.001551725,0.098379017,0.827699404,0.999567267,,,,
ENSCAFG00000030619,SHMT1,1927.210467,-0.002982222,0.091123102,0.715716261,0.999567267,,,,
ENSCAFG00000030620,GREB1L,53.27124745,0.015519302,0.079346567,0.530408342,0.999567267,,,,
ENSCAFG00000030623,MARK3,239.0589981,-0.00179077,0.089583801,0.830188028,0.999567267,,,,
ENSCAFG00000030624,PNPLA6,63.11574666,-0.009019316,0.084137552,0.51911795,0.999567267,,,,
ENSCAFG00000030640,AGTR2,587.1337907,0.010522787,0.155229346,0.238828452,0.999567267,,,,
ENSCAFG00000030643,NA,6.969277605,-0.004241485,0.087567599,0.660320487,0.999567267,,,,
ENSCAFG00000030647,SLC6A14,960.0034064,-0.004519414,0.083361556,0.753429696,0.999567267,,,,
ENSCAFG00000030648,TOP3A,10.36672208,-0.000914908,0.08886193,0.914133009,0.999567267,,,,
ENSCAFG00000030654,SLFN14,184.1195907,0.000342835,0.11327314,0.960284813,0.999567267,,,,
ENSCAFG00000030655,NA,7.377741555,0.005925094,0.082691658,0.713071677,0.999567267,,,,
ENSCAFG00000030661,NA,222.7696422,0.009524723,0.082542227,0.57584403,0.999567267,,,,
ENSCAFG00000030675,KLHL13,18.59973261,-0.001970881,0.090146905,0.810562804,0.999567267,,,,
ENSCAFG00000030679,MIEF2,36.59462235,0.015305693,0.084214203,0.330688971,0.999567267,,,,
ENSCAFG00000030681,PPARGC1B,124.7235737,0.0071935,0.081816066,0.696106514,0.999567267,,,,
ENSCAFG00000030689,NA,421.765886,-0.002123189,0.087831465,0.814599401,0.999567267,,,,
ENSCAFG00000030693,ARHGEF37,113.5119997,0.002352745,0.089905072,0.778176057,0.999567267,,,,
ENSCAFG00000030696,FLII,5.292261791,-0.007007106,0.087216382,0.511262511,0.999567267,,,,
ENSCAFG00000030699,UNC45B,1382.437066,0.006284155,0.081615931,0.738607785,0.999567267,,,,
ENSCAFG00000030701,NA,287.598962,-0.007345144,0.082118707,0.677929061,0.999567267,,,,
ENSCAFG00000030703,CSNK1A1,551.7932047,0.02246178,0.075291883,0.475834986,0.999567267,,,,
ENSCAFG00000030705,WDR44,6023.718605,-0.022005605,0.078384044,0.416757735,0.999567267,,,,
ENSCAFG00000030707,NA,82.13763741,-0.005720923,0.10190089,0.4650618,0.999567267,,,,
ENSCAFG00000030708,XRCC3,57.8860841,-0.007357536,0.146260275,0.367049151,0.999567267,,,,
ENSCAFG00000030711,FNDC8,20.65440127,-0.000484544,0.085906869,0.96191133,0.999567267,,,,
ENSCAFG00000030713,ZFYVE21,133.8904991,-0.007791136,0.088027877,0.460376942,0.999567267,,,,
ENSCAFG00000030721,XAB2,2.365257223,0.002320917,0.086570944,0.812929673,0.999567267,,,,
ENSCAFG00000030725,CCT6B,694.1809511,-0.003264632,0.093682856,0.676670383,0.999567267,,,,
ENSCAFG00000030731,PCYOX1L,39.61638206,0.002327332,0.086266969,0.816536248,0.999567267,,,,
ENSCAFG00000030732,PPP1R13B,339.0740521,-0.002809439,0.082086346,0.871511834,0.999567267,,,,
ENSCAFG00000030737,PCP2,4.41476228,-0.001599009,0.085230329,0.883574014,0.999567267,,,,
ENSCAFG00000030744,AFAP1L1,131.7244503,-0.01983749,0.083149085,0.280336744,0.999567267,,,,
ENSCAFG00000030747,RETN,2551.750736,0.003479271,0.086298054,0.733830924,0.999567267,,,,
ENSCAFG00000030748,USP14,641.3034968,-0.006219852,0.082505938,0.707867585,0.999567267,,,,
ENSCAFG00000030749,TDRD9,4371.377177,0.021690069,0.080151859,0.365189962,0.999567267,,,,
ENSCAFG00000030752,CD209,170.63623,-0.007526188,0.085101916,0.543511182,0.999567267,,,,
ENSCAFG00000030753,ALKBH5,65.25365979,-0.004559297,0.095577405,0.565836899,0.999567267,,,,
ENSCAFG00000030756,EVI5L,35.57209384,0.012707666,0.090632241,0.268175423,0.999567267,,,,
ENSCAFG00000030762,MYO15A,606.7216352,0.015301283,0.082924351,0.382913132,0.999567267,,,,
ENSCAFG00000030763,LRRC8E,219.7462167,0.026958086,0.082381377,0.205151839,0.999567267,,,,
ENSCAFG00000030764,ABLIM3,160.7643803,-0.007145993,0.086843128,0.512749183,0.999567267,,,,
ENSCAFG00000030765,THOC1,299.3247249,-0.011865029,0.079801861,0.613630855,0.999567267,,,,
ENSCAFG00000030766,KIF26A,128.4570288,-0.016691738,0.081063705,0.435673227,0.999567267,,,,
ENSCAFG00000030769,C8H14orf180,864.8993287,-0.00702537,0.083303151,0.638217483,0.999567267,,,,
ENSCAFG00000030770,TMEM179,1140.221614,0.000350323,0.108675002,0.959241202,0.999567267,,,,
ENSCAFG00000030771,LIG3,276.2423568,0.001131878,0.084378346,0.925231337,0.999567267,,,,
ENSCAFG00000030772,COLEC12,796.7924949,-0.004088113,0.076373411,0.888773483,0.999567267,,,,
ENSCAFG00000030774,DOCK11,12.51079962,0.012550602,0.08375746,0.41844674,0.999567267,,,,
ENSCAFG00000030782,NA,553.1337235,-0.011719999,0.081700819,0.543157112,0.999567267,,,,
ENSCAFG00000030792,ZNF830,86.85095984,0.001669231,0.087546231,0.85487742,0.999567267,,,,
ENSCAFG00000030799,CLUL1,652.7962072,-0.001040808,0.081668019,0.954953283,0.999567267,,,,
ENSCAFG00000030801,ADRB2,82.97772746,0.017830935,0.080246242,0.442800043,0.999567267,,,,
ENSCAFG00000030804,NA,167.5590431,0.001192901,0.093916724,0.872872774,0.999567267,,,,
ENSCAFG00000030812,TYMS,3107.6177,0.007884153,0.083112039,0.610970661,0.999567267,,,,
ENSCAFG00000030814,ADSS1,111.1977315,0.002231751,0.108287593,0.74888903,0.999567267,,,,
ENSCAFG00000030815,TMEM132E,88.56511719,0.000545939,0.095848813,0.939727177,0.999567267,,,,
ENSCAFG00000030816,HTR4,1328.817272,-0.013942562,0.079364445,0.570218122,0.999567267,,,,
ENSCAFG00000030822,TIMM44,208.583564,-0.007304994,0.11264309,0.35974808,0.999567267,,,,
ENSCAFG00000030823,CCL1,902.2041044,-0.000343567,0.084451998,0.976987024,0.999567267,,,,
ENSCAFG00000030829,CCL7,330.0809146,0.014293462,0.079212939,0.565662416,0.999567267,,,,
ENSCAFG00000030830,ENOSF1,70.32925032,0.005164374,0.083643176,0.710596658,0.999567267,,,,
ENSCAFG00000030835,ASIC2,230.4059755,0.002236699,0.083873633,0.863932983,0.999567267,,,,
ENSCAFG00000030838,NA,87.54981492,-0.009534825,0.148414812,0.268851702,0.999567267,,,,
ENSCAFG00000030844,SPACA3,70.10695412,0.00209227,0.092528855,0.787490079,0.999567267,,,,
ENSCAFG00000030846,FBXO38,4.670008717,0.00158589,0.097446307,0.825366811,0.999567267,,,,
ENSCAFG00000030847,DRG2,289.9246587,0.000738652,0.093446884,0.921311575,0.999567267,,,,
ENSCAFG00000030850,IL13RA1,23.47072673,0.011800312,0.109920245,0.210532006,0.999567267,,,,
ENSCAFG00000030857,YES1,6.571402082,0.003797639,0.099117415,0.611507147,0.999567267,,,,
ENSCAFG00000030858,LONRF3,155.4544158,0.014685628,0.078210732,0.582823515,0.999567267,,,,
ENSCAFG00000030859,KIAA1210,76.81965138,0.001285447,0.104401844,0.85260187,0.999567267,,,,
ENSCAFG00000030862,MYO1D,1287.752767,-0.003645836,0.076914506,0.897877187,0.999567267,,,,
ENSCAFG00000030867,PGRMC1,95.70555839,-0.008125106,0.099346396,0.351605563,0.999567267,,,,
ENSCAFG00000030875,NA,3544.19808,-0.009755318,0.086255882,0.421984127,0.999567267,,,,
ENSCAFG00000030878,CDK5R1,125.1820504,-0.007102384,0.083620108,0.620626501,0.999567267,,,,
ENSCAFG00000030883,SLC25A43,177.4343728,-0.001160751,0.079489906,0.960895012,0.999567267,,,,
ENSCAFG00000030884,GZMK,700.8004589,-0.022420303,0.08400491,0.215389774,0.999567267,,,,
ENSCAFG00000030889,ESM1,332.4061369,6.70E-05,0.094595031,0.992704822,0.999567267,,,,
ENSCAFG00000030892,PSMD11,548.4934058,-0.004242579,0.131126408,0.568541488,0.999567267,,,,
ENSCAFG00000030893,SLC25A5,44.5673429,0.002745372,0.090761368,0.738285153,0.999567267,,,,
ENSCAFG00000030896,NA,12.35916797,-0.004942778,0.087072213,0.624796848,0.999567267,,,,
ENSCAFG00000030897,PLD4,1308.080684,0.016445186,0.081370652,0.427855356,0.999567267,,,,
ENSCAFG00000030899,METTL4,373.1848287,0.013548097,0.083318506,0.41003634,0.999567267,,,,
ENSCAFG00000030902,SNX18,269.4155009,0.016373144,0.082898819,0.358887359,0.999567267,,,,
ENSCAFG00000030913,ARL15,361.2279408,-0.000549221,0.09461708,0.940298174,0.999567267,,,,
ENSCAFG00000030921,NDC80,31.49647287,0.016683525,0.080531024,0.458539724,0.999567267,,,,
ENSCAFG00000030924,ATPAF2,5.627302896,-0.001761291,0.086120447,0.861104217,0.999567267,,,,
ENSCAFG00000030926,CDCA4,3.080494952,-0.005870861,0.112747647,0.439937358,0.999567267,,,,
ENSCAFG00000030932,UBE2A,182.9871946,0.018054977,0.086456533,0.224073999,0.999567267,,,,
ENSCAFG00000030940,NA,11.8233736,-0.001635557,0.098687714,0.818376582,0.999567267,,,,
ENSCAFG00000030944,NUDT14,11.09989971,-0.007856436,0.084383642,0.555674403,0.999567267,,,,
ENSCAFG00000030946,FST,348.9421639,0.019563428,0.081993667,0.331437766,0.999567267,,,,
ENSCAFG00000030967,DRC3,564.3554068,0.022908304,0.080997292,0.31083223,0.999567267,,,,
ENSCAFG00000030969,BRF1,59.76238492,-0.001033414,0.108756839,0.880554319,0.999567267,,,,
ENSCAFG00000030977,NA,208.3647479,0.004908851,0.08397956,0.711099665,0.999567267,,,,
ENSCAFG00000030978,NA,537.3000242,-0.036051943,0.078612815,0.207015601,0.999567267,,,,
ENSCAFG00000030979,NKRF,396.5476909,0.010319359,0.080350675,0.641899252,0.999567267,,,,
ENSCAFG00000030982,BTBD6,1077.627821,0.00028066,0.078435507,0.991312477,0.999567267,,,,
ENSCAFG00000030985,C9H17orf75,7.602871336,0.003078539,0.0892183,0.723589925,0.999567267,,,,
ENSCAFG00000030990,PACS2,225.0148527,-0.002042868,0.110013359,0.768820312,0.999567267,,,,
ENSCAFG00000031003,SEPTIN6,3553.838838,-0.025588818,0.08107651,0.265408245,0.999567267,,,,
ENSCAFG00000031007,FBN3,187.4630356,0.004032428,0.083533135,0.772617479,0.999567267,,,,
ENSCAFG00000031010,ITGA2,4352.496195,-0.021692147,0.08033419,0.358323532,0.999567267,,,,
ENSCAFG00000031015,TOM1L2,5157.93207,-0.003505697,0.091463384,0.67057735,0.999567267,,,,
ENSCAFG00000031019,UPF3B,397.9948738,0.002131939,0.092310417,0.78468355,0.999567267,,,,
ENSCAFG00000031020,MTA1,259.1648713,0.006346424,0.079044997,0.797340142,0.999567267,,,,
ENSCAFG00000031021,NA,549.4851867,0.013182998,0.081546534,0.506411483,0.999567267,,,,
ENSCAFG00000031025,NKAP,3518.509002,-0.00092733,0.079606668,0.968418395,0.999567267,,,,
ENSCAFG00000031026,NA,13.60103918,0.000856568,0.112920271,0.901107466,0.999567267,,,,
ENSCAFG00000031029,SREBF1,1045.083287,-0.01105287,0.082846758,0.507776207,0.999567267,,,,
ENSCAFG00000031033,RAI1,5303.971724,-0.001875446,0.092599518,0.807975747,0.999567267,,,,
ENSCAFG00000031036,CRIP2,332.3383239,-0.003104161,0.082804844,0.841547313,0.999567267,,,,
ENSCAFG00000031039,ITGA1,298.6699623,-0.015994631,0.083124311,0.357682301,0.999567267,,,,
ENSCAFG00000031041,CRIP1,1529.869732,-0.007229384,0.080531123,0.737229015,0.999567267,,,,
ENSCAFG00000031042,LPIN2,739.1519621,0.005950187,0.08153758,0.754180762,0.999567267,,,,
ENSCAFG00000031043,RHOT1,37.80441273,-0.00097245,0.088830164,0.90892542,0.999567267,,,,
ENSCAFG00000031048,TEDC1,439.3965758,0.012287417,0.086011913,0.350803417,0.999567267,,,,
ENSCAFG00000031051,NA,452.1798601,0.027238362,0.079947407,0.279248509,0.999567267,,,,
ENSCAFG00000031056,ISL1,342.1051329,0.02205178,0.08440481,0.210283253,0.999567267,,,,
ENSCAFG00000031060,RASD1,179.7887943,-0.007372462,0.081708961,0.69342887,0.999567267,,,,
ENSCAFG00000031067,NA,171.0825345,0.014943548,0.076807622,0.60629184,0.999567267,,,,
ENSCAFG00000031079,NT5M,2091.391116,0.006362206,0.087371422,0.539907842,0.999567267,,,,
ENSCAFG00000031084,TMEM255A,74.21110179,0.006369716,0.085033145,0.599509254,0.999567267,,,,
ENSCAFG00000031092,RNF135,413.6255101,-0.015580741,0.081205289,0.456957669,0.999567267,,,,
ENSCAFG00000031097,COPS3,201.7957916,-0.026773401,0.081882837,0.222444199,0.999567267,,,,
ENSCAFG00000031099,PARP8,2091.282953,-0.030938631,0.077765431,0.287016637,0.999567267,,,,
ENSCAFG00000031103,ADAP2,12.59663481,0.00489065,0.083349076,0.735374374,0.999567267,,,,
ENSCAFG00000031109,NA,33.58032832,-0.023398041,0.081211908,0.294399983,0.999567267,,,,
ENSCAFG00000031110,FLCN,681.7857612,-0.022797871,0.080366013,0.33668962,0.999567267,,,,
ENSCAFG00000031111,PLD6,199.9001023,-0.00502355,0.083164169,0.735881842,0.999567267,,,,
ENSCAFG00000031112,ZNF3,113.0136288,0.013051311,0.085615098,0.341124334,0.999567267,,,,
ENSCAFG00000031118,TEFM,12.61070687,-0.010631631,0.095800946,0.282716519,0.999567267,,,,
ENSCAFG00000031123,NA,80.74891765,0.005636047,0.081100393,0.77891344,0.999567267,,,,
ENSCAFG00000031126,ATAD5,1453.315108,-0.010202887,0.081981192,0.579368218,0.999567267,,,,
ENSCAFG00000031129,ATP1B4,337.4437778,0.035826055,0.075341261,0.271391509,0.999567267,,,,
ENSCAFG00000031132,EMB,735.1314837,0.005982913,0.083434479,0.679447601,0.999567267,,,,
ENSCAFG00000031133,CRLF3,59.10234096,-0.006319672,0.113571378,0.412051498,0.999567267,,,,
ENSCAFG00000031142,CD320,525.7350189,0.004706853,0.07863704,0.853306734,0.999567267,,,,
ENSCAFG00000031148,SUZ12,69.71863321,-0.003669759,0.083961073,0.778876985,0.999567267,,,,
ENSCAFG00000031150,NA,898.4031604,-0.000751966,0.083520628,0.956198447,0.999567267,,,,
ENSCAFG00000031151,MPRIP,69.20642561,0.008838549,0.080384547,0.687804963,0.999567267,,,,
ENSCAFG00000031154,ANGPTL4,164.0075355,-0.006235879,0.094702793,0.465100498,0.999567267,,,,
ENSCAFG00000031156,UTP6,64.93865307,-0.008943086,0.149397376,0.29323476,0.999567267,,,,
ENSCAFG00000031158,HCN1,1144.456963,4.10E-05,0.109450152,0.9952235,0.999567267,,,,
ENSCAFG00000031168,LAMP2,7.13085942,0.011987079,0.107004934,0.211372353,0.999567267,,,,
ENSCAFG00000031169,TGIF1,226.8467235,0.001393478,0.082409312,0.932517351,0.999567267,,,,
ENSCAFG00000031175,MARCHF2,564.8192199,-0.00838809,0.082454589,0.622366546,0.999567267,,,,
ENSCAFG00000031177,MRPS30,838.5061998,-0.010017501,0.116994284,0.249665025,0.999567267,,,,
ENSCAFG00000031182,COPRS,1512.181203,0.004594674,0.08155727,0.807484395,0.999567267,,,,
ENSCAFG00000031192,NA,930.8743416,0.000542321,0.088530526,0.949629767,0.999567267,,,,
ENSCAFG00000031193,TNFRSF13B,119.6551318,0.001921429,0.092337566,0.804561681,0.999567267,,,,
ENSCAFG00000031195,RAB11FIP4,3238.155392,0.004521682,0.083462936,0.749707158,0.999567267,,,,
ENSCAFG00000031200,HNRNPM,12.94185183,-0.000817338,0.091586557,0.916246455,0.999567267,,,,
ENSCAFG00000031202,DHRS7B,209.4944787,0.003021921,0.081831517,0.867069744,0.999567267,,,,
ENSCAFG00000031204,ZNF414,184.4331327,0.005957679,0.088520535,0.541320988,0.999567267,,,,
ENSCAFG00000031211,DLGAP1,2886.477185,0.019430735,0.083305823,0.281762088,0.999567267,,,,
ENSCAFG00000031225,KCNJ12,34.6547662,-0.006205326,0.089083595,0.519664278,0.999567267,,,,
ENSCAFG00000031230,NA,342.0134415,0.011738868,0.098285324,0.242006454,0.999567267,,,,
ENSCAFG00000031244,PPP6C,64.28577365,0.013875045,0.081608776,0.483776308,0.999567267,,,,
ENSCAFG00000031251,SERBP1,1951.382401,-0.016284906,0.079316824,0.512551504,0.999567267,,,,
ENSCAFG00000031252,IL12RB2,308.9622825,0.007022354,0.085899732,0.541946186,0.999567267,,,,
ENSCAFG00000031283,NA,336.9490132,0.001876511,0.086149522,0.85199184,0.999567267,,,,
ENSCAFG00000031289,C1GALT1C1,10.73951075,0.000109002,0.097526292,0.987737346,0.999567267,,,,
ENSCAFG00000031294,NA,1070.792526,0.000999678,0.080087533,0.964330402,0.999567267,,,,
ENSCAFG00000031296,MIER1,84.52369784,-0.005740825,0.082424729,0.731636606,0.999567267,,,,
ENSCAFG00000031298,NA,461.9307309,0.004408465,0.080978072,0.828179434,0.999567267,,,,
ENSCAFG00000031300,ZBTB14,203.4213406,0.007828655,0.08538269,0.521247646,0.999567267,,,,
ENSCAFG00000031314,NA,12483.50315,-0.011722683,0.081018292,0.573551459,0.999567267,,,,
ENSCAFG00000031316,DNAI4,16.50646408,-0.008278285,0.099080034,0.34644623,0.999567267,,,,
ENSCAFG00000031320,MYH11,823.4308446,0.003470161,0.083525817,0.802787264,0.999567267,,,,
ENSCAFG00000031322,DYNLT5,1171.836989,0.001598016,0.084149996,0.898134492,0.999567267,,,,
ENSCAFG00000031324,C5orf34,120.760709,0.025277341,0.082369933,0.225957684,0.999567267,,,,
ENSCAFG00000031326,GRIA3,962.8837062,-0.011967259,0.087124577,0.335009448,0.999567267,,,,
ENSCAFG00000031329,ACTL9,51.11627999,-0.000199878,0.088766036,0.981207183,0.999567267,,,,
ENSCAFG00000031330,EMR4,178.3230518,0.000981003,0.108487533,0.886526778,0.999567267,,,,
ENSCAFG00000031331,SGIP1,881.1453411,-0.007196134,0.119076157,0.361674291,0.999567267,,,,
ENSCAFG00000031336,ADGRE1,663.2229812,-0.015220028,0.083165532,0.374083463,0.999567267,,,,
ENSCAFG00000031337,HMGCS1,111.6334702,-0.005054746,0.08716778,0.616255337,0.999567267,,,,
ENSCAFG00000031339,THOC2,134.0728385,-0.002965524,0.08403967,0.817152881,0.999567267,,,,
ENSCAFG00000031346,EPB41L3,113.8855196,0.0068827,0.095253884,0.427886406,0.999567267,,,,
ENSCAFG00000031349,NIM1K,5.491358415,0.002795416,0.087426685,0.765654446,0.999567267,,,,
